SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr048664,True,25631.9,5575.0,30463.3,50.6,45.7,39.4,26868.4,2740.9,4.4,3205.0,33.8,82.3,254.9,18794.5,0.7,18.8,15.1,22.4,6.9,0.3,888.2,6.4,95.0,86.4,10.0,24.7,184.5,3187.4,890.3,52.5,0.9,8.6,17.8,2.0,2.7,1.7,0.2,28.4,0.1,5.9
icr048665,True,23590.9,5575.0,33506.3,50.6,45.7,60.4,23745.9,2154.1,4.4,2985.8,53.8,89.3,237.0,22784.0,0.7,25.3,14.5,24.5,5.7,0.3,886.9,6.0,93.3,72.2,8.3,24.7,184.5,1504.5,1535.7,83.9,5.5,7.9,14.8,0.5,5.8,2.0,0.2,26.2,0.1,13.3
icr048682,True,29385.7,5575.0,11954.6,50.6,45.7,184.7,17767.3,310.7,4.4,1739.2,25.0,18.5,44.8,4387.9,0.7,2.7,3.0,3.1,2.5,0.3,885.6,0.2,54.3,46.5,3.6,24.7,184.5,1042.1,561.1,37.9,1.7,2.4,3.2,3.7,1.5,0.2,0.2,17.6,0.1,2.8
icr048683,True,29766.5,5575.0,11120.6,50.6,45.7,105.7,18786.5,301.8,4.4,1808.7,25.7,19.3,40.8,3751.2,0.7,2.5,2.7,4.0,2.8,0.3,885.6,0.2,59.1,49.2,2.5,24.7,184.5,1114.0,550.4,32.5,2.8,2.2,1.8,3.4,1.2,0.2,0.2,19.4,0.1,2.1
icr048704,True,22596.4,5575.0,24165.7,50.6,45.7,84.9,12785.2,1224.2,4.4,4137.4,47.5,119.1,285.3,23352.7,0.7,25.1,19.0,15.4,3.6,0.3,886.9,3.5,60.1,36.6,8.8,24.7,184.5,699.1,1935.2,46.5,6.6,4.4,14.0,1.0,5.8,0.9,0.2,18.7,0.1,15.5
icr048705,True,24428.4,5575.0,34912.4,50.6,45.7,112.1,11746.7,1218.8,4.4,4114.2,72.2,181.3,240.4,37819.5,0.7,43.1,27.5,20.8,5.5,0.3,890.2,4.0,75.6,32.9,8.6,24.7,184.5,593.8,2392.5,57.7,10.5,11.3,0.9,0.4,8.0,1.0,0.2,29.8,0.1,42.0
icr048721,True,18018.4,5575.0,45904.0,50.6,45.7,91.4,6367.5,4204.0,19.7,6465.3,111.5,328.5,878.8,66285.9,0.7,94.9,56.2,47.0,7.2,0.3,883.7,12.5,83.4,25.4,11.1,78.7,184.5,386.6,4124.0,101.5,19.9,18.8,1.5,0.2,9.5,0.2,0.2,46.2,1.0,140.6
icr048722,True,17872.1,5575.0,57071.2,50.6,45.7,80.2,5649.9,3343.5,20.8,6458.3,115.2,352.1,730.4,74899.6,0.7,112.0,60.6,48.3,8.5,0.3,885.0,12.8,90.8,22.1,9.7,91.6,184.5,364.3,4464.8,112.5,20.2,29.0,2.2,0.2,10.6,0.2,0.2,58.1,1.0,175.3
icr048740,True,21469.7,5575.0,16178.6,50.6,45.7,81.8,7797.6,2932.1,4.4,2321.7,23.0,63.5,127.0,12632.1,0.7,11.3,8.5,16.4,2.9,0.3,885.0,0.2,29.2,34.1,3.9,24.7,184.5,822.5,540.5,21.7,0.7,2.7,10.9,1.1,1.4,0.2,0.2,5.8,0.1,2.1
icr048741,True,21952.3,5575.0,18725.2,50.6,45.7,61.2,9009.3,3410.4,4.4,2663.6,25.4,76.2,164.1,15710.2,11.8,14.2,9.8,18.7,2.7,0.3,887.6,0.2,34.8,35.5,3.5,24.7,184.5,901.4,1010.4,29.1,3.0,4.7,8.6,0.5,3.3,0.2,0.2,6.0,0.1,5.4
icr048755,True,21103.0,6845.5,21456.7,50.6,45.7,76.6,8711.0,12479.6,46.2,3656.6,43.1,156.5,316.2,22353.8,16.2,28.2,13.8,25.7,3.6,0.3,884.3,0.2,33.3,47.4,3.7,24.7,184.5,1010.7,1410.6,1.7,4.9,5.3,9.2,0.3,3.1,0.2,1.1,5.9,0.1,12.5
icr048756,True,20353.3,5134.9,17451.3,50.6,45.7,59.3,7865.8,17855.2,105.4,3604.9,47.4,156.1,304.0,22231.9,14.4,28.4,13.9,25.1,4.0,0.3,888.9,0.2,32.6,49.9,3.9,24.7,184.5,990.9,1392.8,1.7,5.0,5.2,8.4,0.2,2.8,0.2,2.4,6.2,0.1,12.7
icr048770,True,14861.2,16613.0,26566.8,54.2,45.7,82.1,8504.8,26046.0,169.7,3786.4,67.5,271.2,489.2,30403.1,19.1,47.5,21.1,33.8,5.5,0.3,888.2,0.2,35.1,68.4,4.9,24.7,184.5,1023.3,1723.7,1.7,6.9,7.3,11.8,0.2,3.1,0.2,4.6,2.2,0.1,27.2
icr048771,True,15786.9,21058.1,24675.4,50.6,45.7,73.6,7136.4,26820.3,168.9,3088.5,64.7,267.2,486.1,29503.3,18.5,49.5,20.0,31.8,5.4,0.3,883.7,0.2,30.8,62.8,4.5,24.4,184.5,915.8,1525.3,1.7,8.4,6.3,0.9,0.2,2.7,0.2,5.7,1.5,0.1,28.1
icr048786,True,23740.5,5575.0,31441.7,50.6,45.7,27.4,16172.8,6895.5,14.3,3077.7,35.7,98.2,370.0,29535.8,13.4,24.1,20.7,41.2,4.0,0.3,888.9,0.2,67.3,51.7,7.5,24.7,184.5,1195.8,1599.9,71.2,1.7,10.6,0.9,0.3,5.6,0.4,0.2,29.7,0.1,20.7
icr048787,True,18268.9,5575.0,32738.5,50.6,45.7,45.8,16991.3,6784.3,6.3,2779.4,41.5,101.5,366.1,31743.0,14.9,25.9,21.2,44.0,4.5,0.3,886.9,2.2,75.3,52.1,7.7,24.7,184.5,1248.1,1643.6,79.2,2.0,12.5,1.0,0.2,6.2,1.0,0.2,33.0,0.1,25.3
icr048793,True,26204.6,5575.0,17791.9,50.6,45.7,108.8,9039.2,5131.0,29.3,4327.0,38.9,92.1,206.1,18700.6,7.7,17.0,12.0,20.5,2.3,0.3,888.9,0.2,35.2,40.0,3.8,24.7,184.5,768.0,1559.4,6.6,4.8,4.3,11.2,1.7,3.8,0.2,0.2,6.9,0.1,8.5
icr048794,True,23664.7,5575.0,19596.2,50.6,45.7,86.3,8325.6,5002.4,23.0,3333.0,30.3,95.7,183.7,18006.8,7.7,17.8,12.1,18.5,2.5,0.3,887.6,0.4,31.0,34.5,3.5,24.7,184.5,823.6,1290.8,6.0,3.8,5.7,14.5,0.4,3.3,0.2,0.2,4.6,0.1,7.8
icr048820,True,24704.5,8281.8,29986.0,50.6,45.7,23.1,17187.0,12611.8,38.5,3880.4,39.8,140.8,398.7,28624.8,18.7,28.8,21.5,42.1,5.3,0.3,887.6,0.2,66.2,58.6,9.6,24.7,184.5,1663.4,1625.0,41.9,3.6,6.3,6.6,0.3,4.7,0.2,1.2,22.2,0.1,17.5
icr048821,True,21538.2,7194.3,24967.6,50.6,45.7,116.1,12988.7,16264.0,51.4,2753.0,30.2,102.1,253.5,19427.0,7.3,20.9,16.6,27.4,3.5,0.3,888.2,0.5,43.5,45.7,4.3,24.7,184.5,850.3,1145.9,30.4,1.8,6.0,9.3,0.2,3.4,0.2,1.4,12.2,0.1,8.4
icr048824,True,17510.1,7880.4,17050.3,50.6,45.7,23.1,8508.8,12835.3,74.0,2923.7,33.0,129.7,244.6,16727.3,6.2,20.4,10.3,21.8,2.9,0.3,888.9,0.2,29.2,44.9,3.5,24.7,184.5,703.2,1105.8,2.8,4.4,3.2,9.9,0.5,2.5,0.2,1.0,4.2,0.1,8.1
icr048825,True,16088.6,12589.7,17168.2,50.6,45.7,58.8,7105.9,39442.0,189.0,2626.8,38.4,134.6,233.9,17521.6,7.2,26.1,12.2,20.6,3.7,0.3,888.2,0.2,24.4,63.4,3.4,24.7,184.5,575.3,955.4,2.4,4.5,2.5,8.0,0.2,1.9,0.2,5.9,2.9,0.1,8.1
icr048837,True,21860.0,5575.0,16102.9,50.6,45.7,130.4,8558.0,12269.7,70.6,2947.8,28.8,93.1,225.1,15941.5,4.8,16.9,12.1,19.8,2.5,0.3,884.3,0.2,28.8,43.1,3.6,24.7,184.5,692.7,1094.6,4.6,4.1,3.5,10.2,0.8,2.5,0.2,0.6,4.8,0.1,5.8
icr048838,True,21408.3,5575.0,14972.5,50.6,45.7,93.1,7533.2,10642.9,64.6,2609.7,25.5,98.6,214.8,14611.9,4.4,16.1,11.2,17.9,2.3,0.3,886.3,0.2,25.9,41.1,3.5,24.7,184.5,621.1,997.4,6.4,3.2,3.3,9.0,0.3,2.2,0.2,0.5,2.6,0.1,4.7
icr048854,True,25314.2,5575.0,24501.4,50.6,45.7,53.1,13593.9,3590.5,4.4,3301.9,37.0,80.8,293.2,21263.8,6.4,17.7,16.5,32.9,3.4,0.3,886.3,0.2,61.7,41.9,5.4,24.7,184.5,1056.8,1475.6,56.6,2.6,4.4,13.1,0.5,5.5,0.2,0.2,19.9,0.1,10.9
icr048855,True,22416.1,5575.0,30779.0,50.6,45.7,30.3,13872.6,3556.8,4.4,2781.3,39.5,72.4,270.1,23669.6,0.7,19.4,16.6,33.5,4.1,0.3,886.3,1.7,64.0,38.9,5.4,24.7,184.5,1247.2,1420.5,65.2,2.0,6.6,0.9,0.2,5.6,0.2,0.2,19.6,0.1,14.6
icr048868,True,22719.3,5708.0,26467.2,50.6,45.7,138.7,8587.9,20635.6,135.4,4165.2,56.2,119.5,388.2,26310.8,0.7,24.7,19.7,29.3,5.1,0.3,885.6,0.2,32.0,71.4,5.0,24.7,184.5,844.9,1786.7,15.7,5.3,7.2,12.2,0.2,3.8,0.2,2.0,4.6,0.1,16.9
icr048869,True,18614.2,6476.4,25898.8,50.6,45.7,125.1,7696.7,20317.4,128.3,3662.8,54.3,115.1,369.0,24968.1,0.7,25.0,21.1,26.9,4.7,0.3,886.9,0.2,28.5,64.3,4.9,24.7,184.5,870.1,1575.1,14.6,6.2,6.5,10.4,0.2,3.3,0.2,2.2,1.0,0.1,16.1
icr048886,True,17972.0,17583.9,23675.5,50.6,45.7,45.8,7419.6,21864.3,144.5,3517.9,61.2,234.5,435.3,26783.6,0.7,42.8,14.6,28.8,4.3,0.3,888.2,0.2,30.2,59.4,4.5,24.7,184.5,790.4,1612.9,3.8,7.8,5.7,10.1,0.2,2.8,0.2,3.1,1.8,0.1,20.4
icr048887,True,15594.1,13534.4,24611.2,50.6,45.7,67.3,7496.6,20194.1,129.2,3001.8,52.9,214.8,404.2,25582.8,0.7,42.1,16.3,27.1,4.4,0.3,886.9,0.2,29.9,56.2,3.7,24.7,184.5,789.6,1486.8,4.2,6.5,7.9,11.3,0.2,2.8,0.2,2.9,1.9,0.1,17.8
icr048899,True,19935.1,10729.5,22671.5,50.6,45.7,91.4,11797.2,17063.3,105.3,3466.8,36.6,131.3,345.0,21245.8,0.7,23.4,15.5,31.0,3.3,0.3,886.3,0.2,41.7,55.0,7.2,24.7,184.5,771.9,1438.7,9.7,5.0,4.2,14.1,0.2,3.5,0.2,1.4,9.8,0.1,11.0
icr048900,True,21666.4,9658.8,19337.7,50.6,45.7,107.9,10079.1,24990.3,133.8,3078.0,35.7,135.7,302.7,19187.0,0.7,24.4,13.8,27.8,3.3,0.3,887.6,0.2,35.4,55.3,4.9,24.7,184.5,705.3,1221.4,8.0,4.0,3.7,11.6,0.2,2.4,0.2,2.5,8.3,0.1,7.6
icr048912,True,20107.3,5989.6,27772.0,50.6,45.7,90.0,10292.2,18225.2,4.0,3406.3,59.0,141.2,405.1,27917.9,0.7,33.3,23.9,34.2,5.7,0.3,885.6,0.2,41.6,68.1,6.5,24.7,184.5,1134.7,1073.6,45.0,0.7,11.4,9.1,0.2,2.1,0.2,2.2,10.8,0.1,17.6
icr048913,True,18154.6,6553.9,30074.8,50.6,45.7,78.2,10629.4,18211.4,79.0,3549.7,56.0,152.0,415.1,29808.3,20.8,31.6,24.1,34.9,5.5,0.3,886.3,0.2,44.5,64.4,6.3,24.7,184.5,1343.0,1541.2,26.4,3.2,9.8,15.4,0.2,3.4,0.2,2.6,12.5,0.1,20.6
icr048931,True,19033.8,7374.7,20809.5,50.6,45.7,329.2,9429.7,20940.4,77.3,3322.2,48.5,102.2,298.7,20409.2,10.5,20.9,14.7,27.7,4.5,0.3,885.6,0.2,31.4,58.7,5.3,24.7,184.5,778.3,1180.7,18.9,4.6,5.1,8.6,0.2,2.6,0.2,3.0,3.7,0.1,11.0
icr048932,True,19697.6,8413.7,20414.7,90.7,45.7,125.9,8510.4,48338.0,144.2,3550.4,57.6,103.7,271.0,20752.2,9.3,21.0,14.1,25.5,5.4,0.3,885.0,0.2,29.4,73.3,6.7,24.7,184.5,735.9,1182.3,20.4,3.4,3.3,6.8,0.2,2.1,0.2,8.2,4.3,0.1,10.5
icr048942,True,21436.0,5575.0,19034.8,50.6,45.7,82.8,7490.2,7271.8,27.1,3481.6,34.0,93.7,230.6,17828.9,7.8,16.7,14.9,19.2,2.7,0.3,886.3,0.2,26.5,38.7,4.1,24.7,184.5,708.1,1180.7,19.9,3.9,5.7,12.3,0.3,2.8,0.2,0.3,2.6,0.1,7.4
icr048943,True,17099.4,5752.4,20323.1,50.6,45.7,104.8,6924.8,11596.7,47.9,3402.3,36.9,108.9,256.4,20134.8,7.7,20.3,17.3,21.0,3.2,0.3,883.7,0.2,25.4,41.4,4.2,24.7,184.5,704.4,1274.5,17.6,2.9,7.2,10.4,0.3,3.0,0.2,0.8,2.3,0.2,9.7
icr048960,True,17377.5,12191.9,23175.4,50.6,45.7,62.5,10295.3,18699.3,86.8,3724.2,48.9,175.0,326.6,21563.8,9.0,28.9,12.9,28.8,4.1,0.3,889.5,0.2,35.7,58.9,5.0,24.7,184.5,820.5,1386.5,18.7,4.1,4.2,8.6,0.4,2.8,0.2,2.2,6.5,0.1,12.4
icr048961,True,17543.7,8686.3,18523.1,50.6,45.7,79.5,8437.5,21707.6,76.6,3177.8,45.9,156.3,295.8,19488.3,7.7,27.1,11.8,25.2,3.7,0.3,885.0,0.2,31.0,52.9,4.7,24.7,184.5,728.8,1131.3,19.6,3.2,6.1,11.8,0.2,1.8,0.2,2.7,4.5,0.1,10.0
icr048977,True,17194.5,25388.8,25087.3,170.8,45.7,109.1,14948.8,67949.7,58.5,2211.0,64.0,126.5,596.5,29159.8,1.0,51.3,22.9,47.2,7.9,0.3,886.9,0.2,62.7,84.7,12.2,30.2,184.5,1487.9,817.6,51.2,0.7,19.0,18.2,0.2,0.4,0.2,14.4,39.3,0.1,18.2
icr048978,True,16463.7,35330.1,41623.2,231.5,45.7,60.7,25832.4,39746.3,4.4,3172.8,101.7,157.9,795.0,40179.2,0.7,63.6,33.8,69.0,11.5,0.3,885.6,0.2,108.9,113.7,20.7,24.7,184.5,3608.4,1401.1,86.5,0.7,19.7,17.4,0.2,2.0,2.3,9.1,61.0,0.1,32.2
icr048985,True,16539.0,27902.5,39221.3,86.6,45.7,51.9,24439.0,31754.5,18.0,3276.3,84.4,133.6,915.3,36470.4,0.7,49.4,28.8,61.6,10.5,0.3,883.7,0.2,102.4,93.0,13.9,39.0,184.5,3265.5,1327.5,78.7,0.7,14.4,14.7,0.2,2.4,2.0,6.9,51.5,0.1,29.6
icr048986,True,18786.3,28040.2,45374.4,63.4,45.7,62.2,30423.1,10405.3,4.4,3329.3,89.1,117.4,948.5,37814.5,0.7,47.4,29.2,70.2,11.1,0.3,883.0,0.2,123.2,81.6,17.6,29.4,184.5,3015.3,1570.6,115.8,0.7,22.9,21.3,0.2,4.6,4.2,0.9,68.3,0.1,30.8
icr048992,True,16679.9,30020.9,14024.5,353.7,45.7,139.9,7547.6,141292.2,23.4,1770.8,32.1,50.9,215.6,14081.9,26.2,25.8,8.2,16.9,4.6,0.3,883.7,0.2,28.0,189.2,7.9,24.7,234.8,695.0,207.4,13.4,0.7,1.5,4.1,0.2,0.1,0.2,18.1,14.7,0.1,2.6
icr048993,True,15309.2,64558.8,23212.2,50.6,45.7,251.9,10927.1,75511.3,5.8,2041.3,99.3,108.8,239.9,24338.7,8.2,39.2,18.9,40.6,7.4,0.3,885.6,0.2,48.8,223.8,6.4,24.7,184.5,4742.3,708.0,50.1,0.7,7.8,11.5,0.2,0.6,0.2,16.7,67.5,0.1,9.7
icr049013,True,16940.5,7542.8,24034.5,50.6,45.7,80.8,16177.8,11712.5,11.9,2792.7,32.3,74.2,462.5,23956.5,0.7,17.5,14.3,31.1,4.1,0.3,881.1,0.2,55.4,99.3,8.5,24.7,184.5,1836.8,934.9,53.6,0.7,9.3,6.4,0.2,2.9,0.5,0.9,20.5,0.1,13.2
icr049014,True,17876.4,5828.6,26675.5,50.6,45.7,85.2,17108.9,6862.9,4.4,2700.5,37.8,63.3,438.4,24490.2,0.7,19.1,16.6,32.1,4.3,0.3,888.2,0.2,60.5,82.7,8.8,24.7,184.5,1733.6,970.0,57.9,0.7,8.3,6.6,0.2,3.2,0.9,0.2,18.2,0.1,13.1
icr049022,True,18563.0,24252.7,28899.5,50.6,300.3,2492.5,18202.3,21126.5,5.3,2495.9,41.4,74.0,524.0,23134.9,0.7,24.1,18.1,41.9,6.0,0.3,886.9,5.0,63.1,125.4,9.4,24.7,184.5,1491.2,811.1,50.7,0.7,10.1,11.3,0.2,2.5,0.4,3.9,17.3,0.1,11.7
icr049023,True,17971.5,24208.5,27304.8,50.6,848.3,4417.2,17453.4,28683.9,7.6,2425.0,47.3,70.3,504.2,23392.8,0.7,24.5,17.2,40.0,6.7,0.3,888.2,11.8,62.6,178.3,10.4,24.7,184.5,1485.9,735.5,45.3,0.7,8.6,18.2,0.3,2.1,0.2,5.9,17.9,0.1,11.0
icr049044,True,19205.2,16630.1,27896.6,50.6,45.7,135.6,15478.6,35306.2,9.8,4296.9,54.5,98.9,450.5,29872.7,0.7,27.6,32.2,42.4,6.5,0.3,881.1,0.2,58.7,128.7,11.2,24.7,184.5,1605.0,1173.1,51.8,0.7,9.9,17.2,0.2,2.2,0.2,7.8,17.7,0.1,19.5
icr049045,True,20099.5,19420.5,10288.1,346.6,45.7,3147.1,6447.7,184043.7,42.4,1735.8,42.4,43.4,168.7,13277.8,28.6,40.3,13.1,15.5,4.0,0.3,885.0,7.8,23.6,339.8,23.0,32.7,477.6,440.2,21.2,1.7,0.8,1.3,3.2,0.2,0.1,0.2,24.7,5.1,0.1,0.8
icr049056,True,19348.5,14546.3,23322.5,178.4,45.7,43.1,12645.8,88667.8,32.9,3029.8,46.8,143.5,814.5,24215.3,0.7,26.8,14.2,31.7,6.5,0.3,883.7,0.2,48.5,83.9,12.4,24.7,184.5,1655.5,694.3,36.1,0.7,7.5,11.1,0.2,0.7,0.2,14.6,24.5,0.1,9.9
icr049057,True,16184.4,21344.4,23036.1,334.6,45.7,57.6,11107.9,122622.9,19.1,2271.8,53.5,126.7,976.2,22285.6,5.9,34.8,13.5,34.4,7.6,0.3,887.6,0.2,41.5,78.2,10.7,46.7,184.5,1585.8,542.3,37.7,0.7,5.9,8.6,0.2,0.4,0.2,20.1,27.9,0.1,7.9
icr049068,True,21037.8,5996.2,26831.3,50.6,45.7,81.7,17692.1,7804.6,4.4,2930.2,30.0,65.4,413.8,23265.6,0.7,16.5,14.5,31.4,4.5,0.3,885.6,0.2,64.4,77.9,9.0,24.7,184.5,1620.9,980.1,58.1,0.7,6.1,11.9,0.4,3.4,0.6,0.2,13.8,0.1,11.3
icr049069,True,20601.3,5575.0,27368.8,50.6,45.7,99.0,18385.7,7999.2,4.4,2890.4,31.5,68.4,398.1,24364.7,0.7,17.1,15.1,31.3,4.6,0.3,885.0,0.2,68.1,78.0,8.8,24.7,184.5,1725.1,1017.1,59.0,0.7,6.4,7.2,0.3,3.5,0.6,0.2,15.2,0.1,12.9
icr049074,True,20715.1,5575.0,23983.0,50.6,45.7,99.7,12970.3,7015.2,4.4,2834.7,26.4,61.6,473.0,23072.1,0.7,12.2,8.7,23.5,3.1,0.3,884.3,0.2,46.3,61.8,10.9,24.7,184.5,1262.8,953.5,48.3,0.7,6.2,6.8,0.3,3.8,0.2,0.2,13.0,0.1,11.6
icr049075,True,17309.9,5575.0,23959.6,50.6,45.7,139.4,13172.9,7357.9,4.4,3018.8,26.3,56.4,477.7,24354.8,0.7,13.1,8.3,24.2,2.7,0.3,885.0,0.2,46.7,62.1,10.0,24.7,184.5,1258.7,1019.5,50.5,0.7,7.2,0.9,0.2,4.3,0.2,0.4,15.2,0.1,12.9
icr049098,True,20416.8,5528.8,34431.3,50.6,45.7,183.2,20820.9,7153.5,4.4,3078.3,37.1,73.3,419.2,25226.6,0.7,20.1,15.9,35.3,5.8,0.3,885.6,0.4,80.0,85.5,8.9,24.7,184.5,1669.8,1059.6,63.6,0.7,10.2,7.5,0.3,4.1,0.5,0.2,20.6,0.1,12.5
icr049099,True,21038.7,5163.2,32750.9,50.6,45.7,90.9,19156.1,6959.5,4.4,2693.4,35.4,68.6,318.2,22201.8,0.7,18.6,14.6,32.7,5.5,0.3,885.6,0.9,71.7,81.5,8.4,24.7,184.5,1534.2,931.3,55.2,0.8,7.3,14.0,0.3,3.7,0.3,0.2,19.5,0.1,9.2
icr049100,True,21259.7,5575.0,26946.7,50.6,45.7,138.2,17203.4,6151.6,4.4,2883.5,31.4,56.6,310.5,18692.1,0.7,12.1,8.7,25.0,4.2,0.3,883.0,0.2,58.0,87.1,8.3,24.7,184.5,1397.3,837.4,44.0,0.7,5.1,15.1,0.7,3.3,0.2,0.3,14.8,0.1,6.4
icr049101,True,21546.8,5575.0,25178.7,50.6,45.7,78.8,16271.7,5599.7,4.4,2607.4,31.5,67.4,234.1,17202.3,0.7,12.0,8.4,22.1,4.2,0.3,885.0,0.2,56.8,83.1,5.2,24.7,184.5,1377.8,763.7,38.0,0.7,6.0,14.1,0.6,3.1,0.3,0.2,14.9,0.1,5.7
icr049115,True,20816.9,5575.0,27058.4,50.6,45.7,115.6,20101.9,5358.6,4.4,2737.3,28.8,54.1,268.6,18470.6,0.7,13.3,10.3,25.2,5.2,0.3,885.6,0.2,73.8,75.4,7.5,24.7,184.5,1618.9,827.8,45.5,0.7,6.3,15.5,0.6,3.5,0.4,0.2,14.9,0.1,6.6
icr049116,True,21832.7,5575.0,31375.3,50.6,45.7,107.2,20497.7,5485.4,4.4,2847.0,35.9,65.4,289.9,22528.7,0.7,16.8,11.9,27.4,6.1,0.3,888.2,0.2,82.0,78.0,7.8,24.7,184.5,1729.2,963.9,60.3,0.7,7.8,0.9,0.7,3.9,0.5,0.3,19.8,0.1,10.1
icr049130,True,18438.1,5575.0,22123.9,50.6,45.7,106.2,14113.5,6785.0,4.4,2494.6,23.7,55.4,314.8,18946.8,0.7,13.2,11.1,27.1,3.7,0.3,886.3,0.2,52.1,63.1,7.7,24.7,184.5,1326.8,724.8,35.5,0.7,4.3,11.2,0.3,2.3,0.6,0.2,20.7,0.1,7.6
icr049131,True,21621.6,5575.0,26141.6,50.6,45.7,143.7,16026.4,6446.9,8.1,2464.0,22.2,64.0,381.6,20755.6,12.5,16.1,11.8,28.9,4.1,0.3,885.6,0.2,59.7,66.4,9.0,24.7,184.5,1714.6,830.4,41.3,0.7,3.3,6.6,0.2,3.0,0.4,0.2,23.5,0.1,7.9
icr049152,True,21135.8,5575.0,21362.3,50.6,45.7,101.8,16035.9,6240.2,4.4,2026.0,17.9,62.2,233.0,13964.7,8.1,9.7,7.9,20.2,3.7,0.3,885.6,0.2,52.1,75.5,6.2,24.7,184.5,1540.9,585.8,29.9,0.7,3.2,6.7,0.5,2.2,0.3,0.2,9.8,0.1,4.0
icr049153,True,17356.3,5575.0,20239.1,50.6,45.7,80.3,15907.1,9292.7,4.4,1791.1,20.1,50.4,210.0,12866.5,6.1,9.5,7.7,18.9,3.7,0.3,885.0,0.8,51.1,78.7,4.7,24.7,184.5,1401.1,516.4,27.7,0.7,3.4,10.8,0.5,2.0,0.2,0.3,9.2,0.1,2.6
icr049156,True,20675.4,5575.0,24717.8,50.6,45.7,142.7,17710.2,5649.3,4.4,2194.5,19.3,55.8,242.5,15325.0,6.0,11.5,8.9,23.1,4.0,0.3,884.3,0.2,58.2,66.2,5.3,24.7,184.5,1495.1,663.7,37.2,0.7,2.2,8.1,0.3,2.6,0.3,0.3,14.1,0.1,4.2
icr049157,True,17333.4,5269.9,24923.4,50.6,45.7,151.4,18546.6,7485.5,4.4,2201.3,23.1,58.0,247.8,16379.7,6.8,13.2,11.2,24.7,4.5,0.3,883.7,0.2,63.6,65.8,6.8,24.7,184.5,1604.9,688.0,40.8,0.7,3.0,8.9,0.5,2.6,0.3,0.2,14.6,0.1,4.8
icr049174,True,16205.8,5575.0,24575.5,50.6,45.7,76.0,14968.5,4797.1,4.4,1812.6,19.6,46.9,234.0,14952.8,6.1,12.3,9.9,22.0,4.1,0.3,885.6,0.2,47.8,64.8,5.1,24.7,184.5,1400.3,646.0,39.7,0.7,3.1,7.9,0.3,2.5,0.3,0.3,10.1,0.1,5.3
icr049175,True,19720.0,5575.0,26594.9,50.6,45.7,116.2,17057.0,6456.4,4.4,2222.1,22.0,61.0,256.4,18636.4,0.7,14.8,12.0,25.6,4.6,0.3,883.7,0.2,57.6,75.8,6.1,24.7,184.5,1701.3,772.2,40.8,0.7,3.0,6.9,0.2,2.9,0.4,0.2,13.0,0.1,7.4
icr049177,True,22060.6,5575.0,8727.0,50.6,45.7,156.3,837.6,1641.3,4.4,1763.0,5.2,64.7,129.0,4885.0,0.7,9.3,4.6,6.9,1.5,0.3,886.3,0.8,5.5,4.3,4.4,24.7,184.5,17.6,265.0,16.7,0.7,1.5,2.0,1.2,0.3,0.2,0.2,10.8,0.8,1.7
icr049178,True,21324.0,5575.0,8998.3,50.6,45.7,115.3,809.1,1586.5,4.4,1788.4,5.6,71.7,120.8,4744.4,0.7,9.3,4.3,5.7,1.4,0.3,882.4,1.1,4.8,3.6,4.7,24.7,184.5,221.9,278.5,14.8,0.7,4.0,1.8,1.2,0.3,0.2,0.2,6.0,0.7,1.8
icr049197,True,25665.4,4638.7,6922.6,50.6,45.7,242.3,405.8,238.0,4.4,1097.0,3.2,50.0,113.4,2989.0,0.7,4.3,2.8,4.1,1.4,0.3,885.6,0.2,2.3,1.4,0.8,24.7,184.5,108.4,143.1,4.6,0.7,1.3,1.0,0.7,0.3,0.2,0.2,5.1,1.0,1.1
icr049198,True,24229.6,5575.0,7622.6,50.6,45.7,84.9,404.7,109.7,4.4,1132.3,3.4,51.7,81.9,3312.9,0.7,5.3,2.5,3.8,1.5,0.3,882.4,0.3,2.5,1.2,0.8,24.7,184.5,130.0,163.1,6.1,0.7,1.5,1.6,0.7,0.4,0.2,0.2,1.7,1.4,0.9
icr049217,True,25998.0,5575.0,6870.5,50.6,45.7,182.8,384.5,217.5,4.4,1088.0,3.5,47.5,99.2,2863.7,0.7,4.2,2.3,4.3,1.4,0.7,884.3,0.3,2.2,1.4,0.8,24.7,184.5,124.6,141.4,5.5,0.7,0.9,0.9,0.9,0.4,0.2,0.2,5.5,1.1,0.7
icr049218,True,26391.4,5575.0,8369.7,50.6,45.7,138.0,431.5,108.6,4.4,1327.6,4.1,54.6,73.5,3516.4,0.7,5.3,2.5,3.9,1.6,0.8,886.9,0.3,2.4,1.2,1.0,24.7,184.5,161.3,183.4,6.5,0.7,1.1,1.7,0.7,0.4,0.2,0.2,3.1,1.2,1.1
icr049237,True,24973.8,5575.0,9578.1,50.6,45.7,179.0,713.6,414.2,4.4,1228.5,5.1,56.6,208.7,4281.1,0.7,9.2,3.3,3.8,1.8,0.3,887.6,0.4,3.8,2.1,2.5,24.7,184.5,176.0,212.9,10.6,0.7,2.7,1.9,0.6,0.4,0.2,0.2,5.4,0.7,1.2
